from_user,text,time,likes,hashtag
reladorm,Soda better,2018-07-31T03:07:28.000Z,,
_clem3ntine_,@dannymottram hahahahaha this is amazing!!!,2018-07-31T21:18:06.000Z,,
joi___ambi,Go candy💯💯💯,2018-08-01T15:00:44.000Z,,
tajudeen88,Nice and splendid,2018-08-03T15:54:33.000Z,,
maclaudiaalf,a que nivel llegaaa por favorrr?,2018-08-04T23:07:42.000Z,,
mahtis6631,Level 3000☺,2018-08-05T21:00:02.000Z,,
hnnnm_hnnnm__9494,Good evening 🎉🎉🎉Candy,2018-07-26T18:22:26.000Z,1 like,
hnnnm_hnnnm__9494,I want to visit Candy,2018-07-26T18:23:11.000Z,,
slow_rollin_,I sent you a pm,2018-07-26T18:39:56.000Z,,
marisamaria_,OMG 😍😍😍😍,2018-07-26T18:54:26.000Z,1 like,
klikit.games,So Amazing!,2018-07-26T21:02:20.000Z,1 like,
patrifeb,"Precioso, pero ¿por qué es tan difícil el nivel 3356? 🤪",2018-07-27T08:13:42.000Z,,
adriannarusso,Por que minhas barras de ouro somem?,2018-07-27T12:43:18.000Z,,
fairyponiesgame,"That is some pretty good air brushing, I bet he could paint a pretty awesome fairy 🧚‍♂️🦄",2018-07-28T15:08:10.000Z,,
storymiamiguestlist,follow me back,2018-07-28T23:13:52.000Z,,
gulshan.kukreja.988,👏,2018-08-02T08:35:52.000Z,,
thelifeofjnb,Divine,2018-08-02T23:27:21.000Z,,
mavasmukesh,3770,2018-09-24T18:57:21.000Z,,
tanvisidd,Lost my all played levels more than 3500 very depressed please help me @candycrushsaga please,2018-07-23T17:57:18.000Z,2 likes,
krkrjdjdkdbdndndnd,😍the dream.,2018-07-23T18:41:57.000Z,1 like,
robanne_1,"Me European river cruise, week in Amsterdam, cruising the baltics. Start next week. 😊",2018-07-23T23:04:55.000Z,1 like,
mark.bishop64,Send more levels for me to play and I will. Being at the top is lonely 🙄 haha,2018-07-24T00:33:26.000Z,2 likes,
safa1799,3300,2018-07-24T10:27:14.000Z,1 like,
mahtabshafiee1996,I have a problem I am from Iran but in the game is written from USA!! What to do that I can change it. Thanks,2018-07-24T17:55:17.000Z,,
vazquez4944,👌 😱,2018-07-25T04:43:26.000Z,2 likes,
csopapa,Hi Candy,2018-09-24T07:15:33.000Z,1 like,
csopapa,"@candycrushsaga I was one of the winner,but a packet, this did not come yet all normal? Thx",2018-09-24T07:18:46.000Z,,
charlenecoakley,Love it I'm a Candy Crush Freak,2018-07-22T16:28:23.000Z,,
jeanettenorrby,🏖,2018-07-22T18:33:32.000Z,,
leungszeki.leung,Level 467,2018-07-22T20:34:26.000Z,1 like,
sweetsuccess888,Thank you @candycrushsaga for sharing our cake.😊,2018-07-23T01:59:49.000Z,1 like,
tanvisidd,@candycrushsaga,2018-07-23T14:44:37.000Z,1 like,
tanvisidd,Please @candycrushsaga I have lost my all old levels around 3500 please help me out I forgot my password,2018-07-23T14:45:55.000Z,,
pattyannsnap,Please get me through 3488. It’s impossible!,2018-07-23T16:07:20.000Z,1 like,
smarter_bird_in_the_earth,cool,2018-08-03T18:04:12.000Z,,
lorenamattosbarroso,@camila.schaper @fernandaapb @daniellapereira @adilton.junior @saborcomartechocolate,2018-09-01T20:32:12.000Z,,
aimeeelbro_,@_benshep you should have this as your birthday cake :),2019-01-11T19:32:03.000Z,,
_benshep,I wish 😂😂 @aimeejulietteelbro,2019-01-11T19:33:15.000Z,1 like,
1alefaria1,@alicee_lilica @isabeelaoliveiraa já sei qual tema quero minha festa ❤️❤️❤️❤️ Candy Crush,2019-03-27T01:14:02.000Z,1 like,
chaudhary__nitesh,I want to change my font in Candice.how can i do.,2018-07-21T16:40:40.000Z,,
fitrunryoga,@weaselpaul68 when you are in a meeting lol,2018-07-21T19:02:25.000Z,1 like,
marcheuroots,🤣 pas sérieux,2018-07-21T21:55:32.000Z,,
xzoereidx,@littlemisstracey,2018-07-22T11:18:41.000Z,,
lmaxb,Okay this is just creepy.,2018-07-22T14:09:47.000Z,,
lindsey_chunn,😂😂,2018-07-22T14:40:17.000Z,,
znajkitojakamilla,niezły kamuflaż z książką,2018-07-31T17:25:34.000Z,,
officially1stylishgirl,😂😂😂😂,2018-08-21T14:54:05.000Z,,
jenemad,👏,2018-09-10T13:04:17.000Z,,
abhra28,😕,2018-10-06T10:58:09.000Z,,
fhsegb_gfss,😂😂😂😂😂😂,2019-02-21T14:35:58.000Z,,
esizpotkal,türkler +1,2019-10-09T15:35:29.000Z,1 like,
clauteodorovisz,@samuelpera vc jogando,2018-07-19T00:37:46.000Z,3 likes,
gemapierina,Hola,2018-07-19T01:25:05.000Z,1 like,
cindyhvitale,Sou viciada nesse jogo.Ainda não fechei o meu FB por causa desse jogo.Viciante rsrs,2018-07-19T02:54:37.000Z,1 like,
katy1981117,😁😁😁,2018-07-19T02:55:48.000Z,2 likes,
nudrat_karim,3367😞😞,2018-07-19T06:48:29.000Z,1 like,
jacqueline.meunier,C’est très bravo 💪🏻🐶👍🏻👏🏻👏🏻👏🏻😘😍❤️,2018-07-19T09:43:48.000Z,4 likes,
vivianapisto,Qué dulce,2018-07-19T17:32:33.000Z,1 like,
carlenewhite_,Lovely,2018-07-19T23:55:52.000Z,1 like,
hosseinraeisi92,Level 3576🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷,2018-07-20T09:08:26.000Z,3 likes,
jamesjonestrigger,SUGAR,2018-08-08T13:05:51.000Z,,
brunacosenza,@gian_barbosa 😂😂😂,2019-01-24T15:21:30.000Z,1 like,
chiararonchettii,@nicolescalinci sei brava s giocare,2019-03-07T07:31:41.000Z,1 like,
katy1981117,😘😘😘😘,2018-07-15T16:22:09.000Z,1 like,
kikofurci,@clarajhxtfg,2018-07-15T16:24:04.000Z,,
yaghoub_rajabzadeh,2580 this is my level 😎,2018-07-15T16:37:02.000Z,1 like,
julietflawless9,💗,2018-07-15T19:21:29.000Z,1 like,
jeanettenorrby,Cool thanks,2018-07-16T02:18:42.000Z,1 like,
leungszeki.leung,Level 467,2018-07-16T15:01:47.000Z,1 like,
omen_g_official,#candycrush for life,2018-07-16T17:02:37.000Z,3 likes,#candycrush 
sallyedros,nice,2018-07-16T20:16:09.000Z,1 like,
lenapi.ki,🤗🤗🤗🤗,2018-07-16T22:12:15.000Z,1 like,
vicky_yadav06,"I’m on the top.
Lavel 3545
Please update new lavels. @candycrushsaga",2018-07-17T09:42:44.000Z,1 like,
mamadee54,Will be making some for my grandchildren 🙏 💖,2018-07-17T18:34:50.000Z,,
shakespeare_red,We just getting started. Us.our.we,2018-10-12T01:24:50.000Z,,
izairbernardinosantos,2990,2018-07-09T21:28:27.000Z,1 like,
emmacwarner,Freak u and ur daily spin jackpot that is impossible to win,2018-07-10T16:47:43.000Z,,
gini200,👍👍👍3425,2018-07-10T18:26:46.000Z,1 like,
kinch_collections,Pls oo who are these candycrush.hack pple? Are they candycrush family for real?,2018-07-10T21:55:12.000Z,,
vahid2vahid,3507 very very hard level 😶😶,2018-07-11T20:55:05.000Z,,
cellinepanway,Like muchi,2018-07-12T11:38:14.000Z,,
hosseinraeisi92,3546 king of the game 🤴,2018-07-13T04:26:45.000Z,1 like,
hosseinraeisi92,Level 3546 for Iran🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷 🤴🍭🍬,2018-07-13T07:40:51.000Z,2 likes,
nicolasscott2233,Click here register and earn 100 point in candy crush,2018-07-13T10:34:47.000Z,,
yomackas,It's been like a week and my Candy crush just don't open @candycrushsaga tell if i need to change my 📱📱📱 I have Android.😦😦😦😦😦😦😦,2018-07-14T14:19:35.000Z,,
olivia_haruno,1888,2018-07-15T15:15:32.000Z,,
izairbernardinosantos,3118,2018-08-07T16:47:19.000Z,,
hnnnm_hnnnm__9494,Good evening 🎂🎂🎂🎉🎉🎉Candy,2018-07-04T17:10:23.000Z,3 likes,
hnnnm_hnnnm__9494,😍😍😍😍🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹,2018-07-04T17:22:19.000Z,1 like,
hnnnm_hnnnm__9494,I would like to visit you very much,2018-07-04T17:22:19.000Z,,
zymer.ahmati,👍👍👍👍👍,2018-07-04T18:49:41.000Z,1 like,
jmondelo,Happy 4th🇺🇸🇺🇸🇺🇸!!! I ❤️ the waffle epi!,2018-07-04T23:28:09.000Z,1 like,
donnareemichelle,You guys keep sending me back to the beginning.,2018-07-05T04:52:09.000Z,,
everyname_is_not_taken,"You say that that candy falls randomly in the game. Well for once can you have them fall ""randomly"" perfect for me like the fall ""randomly"" perfect for cupcake carl and the queen b? ""Random"" my ass!!!",2018-07-05T05:30:06.000Z,,
satcab,"Señores de Candy crush, me han robado 30 niveles, juego Cabdy crush por medio de mi cuenta de facebook pero aún así no se guarda mi actividad, deberían arreglar y devolverme mis 30 niveles o darme boosters infinitos hasta el día de mi muerte y si mis descendientes juegan ellos también deberían heredar mis beneficios, no es la primer vez q me roban niveles, anteriormente ha sucedido con 2 o 3 niveles máximo, pero ahora son 30 y me parece lo peor, solucionen rápido o jamás volveré a jugar este juego q solo me quita tiempo y me estresa 😭😭😭😭😭",2018-07-05T12:58:00.000Z,,
p_t_p_next,🎆🇺🇸 happu 4th july🇺🇸🎆,2018-07-06T01:55:26.000Z,,
everyname_is_not_taken,"So on my level with the queen B I have decided to go for the green jelly since the computer gets the better moves. I have helped the queen B win three times, which is obviously more than I can do for myself. Unfortunately I think I am done with your game. Such a shame to come this far for the computer to fuck me over, time and time and time again.",2018-07-06T19:46:48.000Z,,
kinch_collections,Has anyone ever hit the jackpot in the spinning wheel?,2018-07-08T15:14:56.000Z,1 like,
kinch_collections,"Pls tell that reward man to give us other boosters, I'm tired of his jelly fishes everytime.",2018-07-08T15:16:10.000Z,1 like,
drkrose420,hoildays? 🍭🍬🙃⛼,2018-07-04T00:43:16.000Z,1 like,
hnnnm_hnnnm__9494,Good morning 😍😍😍Candy,2018-07-04T06:12:07.000Z,1 like,
hnnnm_hnnnm__9494,I loved 👋👋👋👋👋👋,2018-07-04T06:12:39.000Z,2 likes,
abstract.thom,Haha!,2018-07-04T08:22:43.000Z,1 like,
katvanest,"Bonjour, pourquoi il n’y a plus de roue à cadeau dans papa Pear saga. Merci pour votre réponse.",2018-07-04T13:40:27.000Z,,
vahid2vahid,Level 3350 🇮🇷🇮🇷🇮🇷ir iran 😊😊,2018-07-05T06:48:05.000Z,,
vahid2vahid,Level 3350 🇮🇷🇮🇷🇮🇷ir iran 😊😊,2018-07-05T06:48:15.000Z,,
jeffoliver2493,Happy fourth of July,2018-07-05T13:41:15.000Z,,
dhanushreddy_86,I am fan of u,2018-07-05T16:43:13.000Z,,
dhanushreddy_86,I love this game,2018-07-05T16:43:30.000Z,,
ketandav6468,"I am on current level 810,but still i am not getting any game booster when i complete the level since now...A kind request to start my booster soon.",2018-07-06T07:01:11.000Z,,
emilyzhang87,my leveltoday 2929,2018-07-07T16:10:39.000Z,,
carolina276,@vendrax76,2018-07-01T15:44:19.000Z,,
cristina_marie13,@sammie__kay bruhhhhhh,2018-07-01T15:53:01.000Z,2 likes,
corazonxo,@zoelovesjesuss I need this cake,2018-07-01T19:14:57.000Z,3 likes,
shayansh5654,3450,2018-07-01T20:08:50.000Z,1 like,
drkrose420,happy birthday. 🍰💖,2018-07-02T02:21:54.000Z,1 like,
_marasale_,Genial 😍😍,2018-07-02T04:27:35.000Z,1 like,
jacqueline.meunier,,2018-07-02T05:21:51.000Z,2 likes,
pk.anju,2366,2018-07-02T06:03:27.000Z,1 like,
dienaaaa,😍,2018-07-02T06:06:54.000Z,1 like,
sherlyn427530,ang galing,2018-07-06T13:03:27.000Z,,
iamblasiangirl,"Cake bomb with the striped candy that should clear the chocolate also give u the 5,000 and clear the jelly",2018-07-09T05:27:30.000Z,,
stella_adamo_03_05,Figa la torta,2018-08-18T16:47:27.000Z,1 like,
minooshahis,2621 is impossible 🙈🙈🙈🙈🙈🙈🙈,2018-06-30T15:14:46.000Z,,
lucybedus,happy Birthday🎈🎈🎈🎈🎈🎈🎈,2018-06-30T16:28:37.000Z,,
mighty_sai_,Anyone add me on Facebook we can play together,2018-06-30T17:36:11.000Z,,
mighty_sai_,DM me for Id,2018-06-30T17:36:31.000Z,,
_micaelzinho_,Happy Birthday❤️💕,2018-06-30T22:16:45.000Z,,
saymahh,کسی هس کمکم کنه؟,2018-07-01T02:57:31.000Z,,
klikit.games,So Amazing!,2018-07-01T10:03:26.000Z,,
charlenecoakley,I need one of them,2018-07-03T02:24:39.000Z,,
ketandav6468,"I am on current level 810,but still i am not getting any game booster when i complete the level since now...A kind request to start my booster soon.",2018-07-06T06:52:57.000Z,,
fbr_noob,کسی کمک میخواد بگه,2018-07-08T10:48:38.000Z,,
marriagemindedonly,😃😃😃😃,2018-07-30T19:50:16.000Z,,
kyynhazinha,Aonde compro estes guardas chuvas?,2018-08-31T04:35:55.000Z,,
s0lushka,💚💚💚💚,2018-06-15T18:30:00.000Z,3 likes,
albertobarbara95,Level 3382,2018-06-15T22:10:35.000Z,2 likes,
poky30,Sorry but mom is the one who plays candy crush here 🤷🏻‍♀️🤪🤪🤪🤪🤪🤪. Happy Father’s Day to all dads out there 👍🏼👍🏼👍🏼,2018-06-16T06:06:01.000Z,4 likes,
aiswarya_premanand,#india 🇮🇳🇮🇳 Level 3425 💪,2018-06-16T16:32:35.000Z,6 likes,#india 
teresaangela711,😍😍😍😍😍,2018-06-17T15:16:03.000Z,2 likes,
sherralees,how to join giveaway contest? answer on fb comments?,2018-06-19T04:58:58.000Z,1 like,
mahtis6631,Level 2525 #iran,2018-06-20T06:20:09.000Z,2 likes,#iran 
zymer.ahmati,3485 level Albania 🇦🇱 🇦🇱,2018-06-22T14:13:17.000Z,1 like,
m.y.y.00,I can't use piggy bank what do I do ?,2018-06-24T13:26:05.000Z,,
archit5846,Please increase moves of level 3498,2018-06-28T08:35:51.000Z,,
sandyettevi,"Damn I came on here cuz I need lives only to find out there's levels over 3,000 ya girl keeps dying on level 71",2018-06-28T08:58:45.000Z,,
not.nataliaaa,sponsor me plz i have nothing to offer i just love candy crush,2018-06-30T21:19:21.000Z,,
chanelseventhofoberlin,The iPhone is the Xbox the game is candy crush how much does an Xbox game cost @candycrushsaga ? Due process @cnn,2018-06-07T18:00:44.000Z,1 like,
receitas_boa,😍😍😍😍,2018-06-07T21:55:36.000Z,2 likes,
chitown7898,I'm at 3086 woohoo,2018-06-08T17:46:20.000Z,4 likes,
artofstylets,What level are you at☺@candycrushsaga,2018-06-09T17:03:46.000Z,2 likes,
artofstylets,😓😓😓 I started playing on Thursday and am only in level 204😭😭😭😭😭😭WHY!!!,2018-06-09T17:05:55.000Z,2 likes,
chitown7898,🤩 3117 🤩,2018-06-09T21:59:52.000Z,2 likes,
dj.breadstick,level 323 is impossible !!!!!!!!,2018-06-12T15:46:19.000Z,1 like,
swarnathissa,Hi,2018-06-13T01:00:42.000Z,2 likes,
olguitaade,2215,2018-06-13T01:09:26.000Z,2 likes,
elsaa.elsaaa,what is the last level of candy crush?,2018-06-14T08:18:56.000Z,1 like,
iamblasiangirl,I’m at level 3473 ain’t I still haven’t won the jackpot on the wheel come on guys 😂😂 @candycrushsaga,2018-07-09T05:30:00.000Z,,
plantaff,That’s not a macaroon. That’s a macaron. Very different.,2018-07-17T06:10:10.000Z,,
madrigal9114,@johamadrigal @jorgepicado_ 😂😂😂😂😂😂😂❤️,2018-05-28T14:26:45.000Z,3 likes,
haydeeariasarias,28,2018-05-28T18:49:53.000Z,1 like,
enferlilla,"Hahahahahaha entendi, com certeza!!",2018-05-28T21:19:50.000Z,1 like,
begoliveros,3354 atascada. Desesperante,2018-05-29T15:34:18.000Z,1 like,
saditygold.lovesnails,What’s the (hidden) objective of new terms?,2018-05-29T17:23:44.000Z,1 like,
mr.hmuja,1996 iraq 🇮🇶,2018-05-30T19:37:11.000Z,1 like,
mighty_sai_,Anyone want play together,2018-05-31T07:04:59.000Z,1 like,
deborah_teran,Llegué al top 3410 y estoy esperando nuevos niveles #candycrushsagalevel3410,2018-06-03T08:55:19.000Z,1 like,#candycrushsagalevel3410 
leungszeki.leung,Level 464,2018-06-03T20:11:04.000Z,1 like,
deborah_teran,Top 3440 #candycrushsagalevel3440,2018-06-11T21:49:48.000Z,1 like,#candycrushsagalevel3440 
sioostudio,@mary_carmenrh 😂,2018-09-27T15:19:27.000Z,1 like,
eliasdefuego,🤤🤤🤣🤣🤣🤣,2018-10-02T18:19:13.000Z,,
aidasarjoo,Where to buy this kind of shoes???,2018-05-23T13:49:59.000Z,1 like,
carlconner333,Level 1452 is ridiculous and Activision are cunts.,2018-05-24T07:27:59.000Z,1 like,
socialbutterfly1985,Those are so cool,2018-05-26T20:56:30.000Z,1 like,
theomalleyreview,These are super cute.,2018-05-29T03:31:31.000Z,1 like,
shaggymom,I want shoes 7.5,2018-05-30T00:01:32.000Z,1 like,
isiskeilapinto,Quiero unos asi!!!,2018-06-06T21:58:29.000Z,1 like,
denissepink,@viviennecast @myveryhungryreading,2018-06-07T00:43:59.000Z,3 likes,
rebecca.gagnon.35,I could rock these,2018-07-04T20:29:22.000Z,,
adrilopez0617,Me encantan,2018-07-23T19:45:51.000Z,,
shivaniir,@sharenac_ candycrush schoentjes 🤣🤣🤣🤣🤣,2018-08-08T09:36:03.000Z,,
andressa_65_,Eu quero 😍,2018-12-30T03:46:09.000Z,,
rtwright03202019,Shes candy Crush Saga love 🍭🍭🍭,2019-03-05T18:55:35.000Z,,
howdoilock_lehnwa,omg cat playing candy crush,2018-05-31T05:35:22.000Z,1 like,
kalih.games.studio,awww cutiee #katkat,2018-06-03T15:52:46.000Z,,#katkat 
_hollidayinn_,@hannahkaytlin i’m crying omg,2018-06-07T19:36:10.000Z,1 like,
michellepelky,Very Cute,2018-06-11T13:34:25.000Z,1 like,
ellenbonetto,@elidabonetto,2018-08-30T19:58:55.000Z,,
francismbarami,amezng,2018-10-25T08:20:41.000Z,,
xzakkumx__,🙌,2018-11-23T18:24:40.000Z,,
__aletta__elly__,So cute,2018-12-15T10:30:39.000Z,,
nhrmelisa,s,2018-12-25T19:41:14.000Z,,
nhrmelisa,😍😍😍😍😍😍😍🤣🤣🤣🤣🤣🤣🤣,2018-12-25T19:41:25.000Z,,
devpix_studio,So really cute cat,2019-03-04T13:20:01.000Z,,
michiel3841instagood,"Kitty says...don,t play level 65😂😂",2019-03-18T23:41:12.000Z,,
n2999x,حد من عمان 😎2676,2018-05-06T20:44:25.000Z,1 like,
sezatabri,3293 very boring unbelievable,2018-05-07T05:31:35.000Z,1 like,
arezooml,#level3320👍🏻👌🏻,2018-05-07T23:55:46.000Z,1 like,#level3320👍🏻👌🏻 
mpuspitadewi3,level 3320👏,2018-05-09T04:14:53.000Z,1 like,
angelica_am30,"3,410 ready and waiting for more 🍭😎",2018-05-09T17:26:55.000Z,1 like,
sarahthecandycrushqueen,Delicious,2018-05-11T00:13:11.000Z,1 like,
priontyrahman786,"Earn FREE BITCOIN by playing new unique levels every day in this amazing runner game.Collect
the hottest cryptocurrency, bitcoin, right on your device and become billionaire .https://itunes.apple.com/us/app/bitcoin-collector/id1381216161?mt=8",2018-05-15T23:30:22.000Z,,
alinaoficial,@lolindoso,2018-05-17T12:34:55.000Z,1 like,
priontyrahman786,"Earn FREE BITCOIN by playing new unique levels every day in this amazing runner game.Collect
the hottest cryptocurrency, bitcoin, right on your device and become billionaire .https://itunes.apple.com/us/app/bitcoin-collector/id1381216161?mt=8",2018-05-19T05:38:45.000Z,,
tony_csaszar,Sweet,2018-06-04T06:04:26.000Z,,
artofstylets,😍,2018-06-09T17:07:17.000Z,,
sarbjitkaurbanga,Yummy,2019-02-10T06:57:58.000Z,,
josericardo.dasilva.1029,Manda mais fases aí.3305,2018-04-26T13:54:50.000Z,1 like,
sezatabri,3262 very boring,2018-04-27T09:57:04.000Z,1 like,
shayansh5654,3267,2018-04-27T14:05:22.000Z,1 like,
nsa2999,2645🤔,2018-04-27T19:42:26.000Z,1 like,
officialsahilgoyal,👌👍✌✌,2018-04-28T10:20:11.000Z,1 like,
56marissilva,Boa noitinha amigos do candy ! Preciso de vidasssss 😊,2018-04-29T01:53:31.000Z,1 like,
peyman1982,3301🥇,2018-04-30T12:03:21.000Z,1 like,
neydazambrano,Mi Anti Estres Nivel 2059,2018-04-30T14:33:07.000Z,1 like,
arezooml,#level3305 finish 👍🏻,2018-04-30T23:39:26.000Z,1 like,#level3305 
sarahthecandycrushqueen,So cool,2018-05-11T00:13:20.000Z,1 like,
ethanschiller,Fri,2018-05-17T04:04:19.000Z,,
nh0x_kut3_l0v3_p3_b4by,asd,2018-08-30T06:11:55.000Z,,
miropi92,Alguna vez ganaremos algo por ser tan visiosos a este juego... voy en el nivel 2650... 😀😀😀,2018-04-24T11:28:26.000Z,1 like,
ifight4minerobinson,My fav game,2018-04-24T15:49:38.000Z,1 like,
diybatts,CUTE!!!,2018-04-24T17:07:08.000Z,1 like,
jerryreis0030,Level 2751..,2018-04-24T22:32:57.000Z,1 like,
yadiepedrosa,3290...wait for the next episode 😁,2018-04-25T08:50:42.000Z,2 likes,
56marissilva,Eu decidir que amo candy crush saga 😬,2018-04-29T01:55:04.000Z,1 like,
toiamichela,😍😍😍😍😍😍😍,2018-04-30T08:37:39.000Z,2 likes,
carmeamado,Dame vidas plesse,2018-05-05T11:34:52.000Z,2 likes,
cellymariaarruda,Viciadérrimaaaaa,2018-05-06T22:12:11.000Z,1 like,
mml.120,اسماللعبه,2018-05-07T20:43:18.000Z,1 like,
jade_crochiola,I love that game ❤️,2018-05-08T00:47:48.000Z,1 like,
dancer_aish,Hw cute.. I love this saga..,2018-05-15T15:07:44.000Z,,
jacqueline.meunier,Très bon 😋😋😋,2018-04-16T12:21:15.000Z,,
4720165555532011cccccemre52010,I want odus back please !!!😔,2018-04-16T18:29:35.000Z,,
sunitaitjoe,I love it,2018-04-17T14:31:15.000Z,,
dakotadavid2016,👌,2018-04-17T20:35:52.000Z,,
rmrollie,👍🏻🐶😉,2018-04-18T00:45:19.000Z,,
ccdeb121,"Bitcoin investment is one of the greatest investment anyone can get involved in
When I earned my first $1000, it was a dream come through. Not until I realized I could earn more than $15000 just in 5 days, directly into my Bitcoin wallet.
I can only show 50person how to earn
serious minded only
inbox me for more details",2018-04-19T09:00:06.000Z,,
king.giovanni1,Creative😊❤,2018-04-20T03:27:24.000Z,,
aknitanjung,I'm Level 2000,2018-04-22T06:34:05.000Z,,
rebeccaa.sun,omg that is so cute,2018-04-24T10:48:23.000Z,,
56marissilva,Candy😒,2018-04-29T01:55:49.000Z,,
patrizialiuzzi,Non mi va il gioco su Facebook,2018-05-05T15:37:55.000Z,,
priontyrahman786,ABC Learn game is really awsome game for all kids.Kids will complete their learning alphabet tree by run & jump and having a lots of fun.Kids will fly to catch the alphabethttps://itunes.apple.com/us/app/abc-learn-kids-alphabet-game/id1337826462?mt=8,2018-05-27T07:19:58.000Z,,
njket002,Why is the daily reward stuck on day 1?,2018-05-25T19:15:37.000Z,,
corinawithac_,"I hate that I will use a ton of boosters and still be stuck on a given level, then the number of moves for that level increases and I wasted all those boosters 😒😡",2018-05-31T16:22:13.000Z,,
tony_csaszar,Cool,2018-06-04T06:04:31.000Z,,
barbaralpack,Cant load the game for the past 2 months on facebook. :(,2018-06-11T03:58:19.000Z,,
mirtaotero1980,quiero juar,2018-06-14T23:09:01.000Z,,
mirtaotero1980,xq no puedo jugar,2018-06-14T23:09:17.000Z,,
sugar_rae78,Where's everything I've won/purchased???,2018-06-20T12:17:19.000Z,,
vavaflaa,"nao consigo jogar , esta com problema -",2018-07-13T18:14:24.000Z,,
kawagirl_zx6r,"Since last week, it isn't possible for me to get Mort's magic helmet or ufo or now the Halloween-hats. Also the Candy Pet is cancel for me. I had no chance more to get these boosters :-(",2018-10-10T06:55:20.000Z,1 like,
corrinebischoff,Is 3316 made impossible so you can make new levels? Please take the nightmare away...it is already hard enough on its own! pretty please with candy on top?!,2018-10-14T21:09:08.000Z,,
nana_fitriyantinie,#candycrushproblems I've been playing since 2012 n never have I gotten the JACKPOT..is it even real???? @candycrushsaga,2018-11-22T15:49:17.000Z,1 like,#candycrushproblems 
ry.an9821,Candy cush saga love,2019-02-12T00:00:40.000Z,,
serkansmsk21,çok tatlı,2018-04-09T05:56:02.000Z,,
rubinizoellner,Hahahahaha!!!,2018-04-09T06:56:35.000Z,1 like,
pratikshasingh324,Angry kitti,2018-04-09T07:19:28.000Z,1 like,
courtoisdorr,Mdr,2018-04-09T09:34:05.000Z,1 like,
sadiamalik2162,738,2018-04-09T14:52:16.000Z,,
magoladiaz,Level 3245 no hay mas?,2018-04-10T03:30:11.000Z,,
katvanest,Oui bien vrai moi Candy cruch bloquée au 2958 et Candy soda au 1443 dur dur,2018-04-11T06:40:07.000Z,,
coolcat082666,That is one ugly puss,2018-04-13T00:19:17.000Z,,
ovidiotorresc,😆,2018-04-15T19:34:58.000Z,,
socialbutterfly1985,I'm on level 1615 at the moment I know I have some catching up t do with my @candycrushsaga friends,2018-05-26T21:00:53.000Z,,
4nonym0u555555,@bastianparraroa,2018-08-03T22:03:46.000Z,,
lara.spinelli.14,Divine,2018-09-16T19:29:45.000Z,,
leenaleeto,Stuck n 3230 please help me,2018-04-05T17:10:21.000Z,,
carlconner333,"Scamming bastards,it's all about the ££££££",2018-04-05T19:12:00.000Z,,
carlconner333,"All you fools still playing this shit,read this article, it sums Activision up completely.....
https://www.gameskinny.com/1b054/candy-crush-represents-everything-thats-wrong-with-mobile-gaming",2018-04-05T19:13:12.000Z,,
amirhossen2778,How ant its\\,2018-04-06T08:08:55.000Z,,
lesgourmandisesdesoum,FOLLOW ME ,2018-04-06T22:27:59.000Z,,
fairyponiesgame,That’s a lot of shapes,2018-04-07T16:20:11.000Z,,
vahid2vahid,2537 Iran,2018-04-08T08:09:09.000Z,,
4720165555532011cccccemre52010,I want the owl back !!!,2018-04-08T19:39:58.000Z,,
tiffany.ng.98229,😀😄,2018-04-19T13:39:52.000Z,,
michiel3841instagood,Level 65 was easy,2018-05-25T19:20:33.000Z,,
tony_csaszar,Nice,2018-06-04T06:04:37.000Z,,
the_mohit_saini,Super candy...,2018-06-21T16:35:20.000Z,,
ratan.sarkar8170,I love candy crush saga,2018-04-03T07:55:08.000Z,1 like,
fairyponiesgame,,2018-04-03T13:08:32.000Z,,
zendegimamoli,Level2432,2018-04-04T10:17:42.000Z,,
furqan.ashraf.54,Level conmpleet 3245,2018-04-04T17:29:05.000Z,,
vijayendramalviya,Yss I love Candy Crush saga,2018-04-04T18:25:43.000Z,,
miniso_azerbaijan,Follow Miniso,2018-04-05T05:04:08.000Z,,
sezatabri,3196 very boring,2018-04-05T16:22:35.000Z,,
carlconner333,https://www.gameskinny.com/1b054/candy-crush-represents-everything-thats-wrong-with-mobile-gaming,2018-04-06T05:41:21.000Z,,
mina.sh.shahi,😍,2018-04-08T10:09:14.000Z,,
carlconner333,"Level 1334 is designed to force people to buy boosters,I won't,you can fuck off 🤣",2018-04-10T18:20:26.000Z,,
tiffany.ng.98229,😄😄,2018-04-22T10:03:23.000Z,,
kingdom_rohit,❤,2018-05-05T03:46:03.000Z,,
martyand10,https://www.facebook.com/groups/191301764817356/,2018-03-31T07:28:17.000Z,,
azamnj,Level 3012,2018-03-31T13:16:50.000Z,,
azamnj,I love candy crush,2018-03-31T13:17:35.000Z,,
ever.saenz1,Level 1813,2018-03-31T22:55:33.000Z,,
misstmdudinha,to viciada mais tem umas provas viu dificil kkkkkkkkkkkk,2018-04-02T17:20:41.000Z,,
sajadaslani19,1070,2018-04-03T07:28:48.000Z,,
murissent_,sait b,2018-04-04T17:15:07.000Z,,
vasquez2004,Hooalals,2018-04-05T21:18:43.000Z,,
